NoUrut,IdData,Data,Data Inggris,Label,HasilSegmen,DataAsliOptimal,DataAsliGreedy,DataEditOptimal,DataEditGreedy
2796,179,Hal ini dapat mengarah pada gangguan yang lebih buruk pada area perut yang disebut sebagai peritonitis atau perut menjadi tegang / keras,This can lead to a worse disturbance in the abdominal area known as peritonitis or the stomach becomes tense / hard,F3,5,8,8,5,5
2797,179,Baca peritonitis,Read peritonitis,F3,5,8,8,5,5
2798,179,TBC usus jika tidak ditangani dengan benar akan mengalami kondisi ini,Intestinal tuberculosis if not treated properly will experience this condition,F3,5,8,8,5,5
2799,179,"Jika keluhan yang Anda rasakan bertambah parah, sebaiknya temui dokter untuk melakukan pemeriksaan lanjutan, agar Anda segera mendapatkan penanganan yang sesuai","If your complaints get worse, you should see a doctor for a follow - up examination, so that you can immediately get the appropriate treatment",F5,5,8,8,5,5
2800,179,"Semoga bermanfaat, dr Tantya Marlien","Hopefully useful, dr Tantya Marlien",F1,6,1,1,6,6
2801,180,Dear Amani,Dear Amani,F1,0,3,3,0,0
2802,180,Keluhan yang Anda alami dapat disebabkan oleh penyakit asam lambung,The complaints you are experiencing can be caused by stomach acid disease,F4,0,3,3,0,0
2803,180,Penyakit asam lambung adalah kondisi naiknya asam lambung dari lambung ke kerongkongan bahkan ke dalam mulut akibat melemahnya lingkaran otot yang membatasi lambung dengan kerongkongan,Acid reflux disease is a condition where stomach acid rises from the stomach into the esophagus and even into the mouth due to the weakening of the muscle circle that lines the stomach with the esophagus,F3,0,3,3,0,0
2804,180,"Penyakit ini menimbulkan gejala berupa: sensasi seperti terbakar di dada, sakit dada, kesulitan menelan, rasa seperti ada yang mengganjal di kerongkongan, rasa pahit atau asam di lidah, batuk, laringitis, produksi air liur mendadak, dan lain sebagainya","This disease causes symptoms in the form of: a burning sensation in the chest, chest pain, difficulty swallowing, a feeling like something is stuck in the throat, a bitter or sour taste on the tongue, coughing, laryngitis, sudden saliva production, and so on",F3,1,1,1,1,1
2805,180,"Pengobatan penyakit asam lambung umumnya menggunakan obat - obatan untuk menetralkan asam lambung, mengurangi produksi asam lambung, atau obat yang mempercepat pengosongan lambung","Treatment of acid reflux disease generally uses drugs to neutralize stomach acid, reduce stomach acid production, or drugs that speed up gastric emptying",F3,2,8,8,2,2
2806,180,Prosedur operasi dapat dokter tempuh apabila obat - obatan tidak memberikan respon yang baik,The doctor can take the surgical procedure if the drugs don't give a good response,F3,2,8,8,2,2
2807,180,Sebaiknya Anda berkonsultasi dengan dokter spesialis penyakit dalam,You should consult a specialist in internal medicine,F5,2,8,8,2,2
2808,180,Dokter akan menganalisis gejala yang Anda alami dan melakukan pemeriksaan fisik yang diperlukan,The doctor will analyze your symptoms and perform the necessary physical examination,F5,2,8,8,2,2
2809,180,Penunjang seperti tes darah dan endoskopi dapat dokter anjurkan,Supports such as blood tests and endoscopy can be recommended by the doctor,F5,2,8,8,2,2
2810,180,Penanganan yang sesuai akan dokter berikan,The appropriate treatment will be given by the doctor,F5,2,8,8,2,2
2811,180,"Anjuran yang dapat Anda lakukan: jangan segera berbaring setelah makan, kurangi makanan yang pedas dan berminyak, tidur dengan bantal yang agak tinggi, makan dalam porsi kecil namun lebih sering, hindari minum minuman keras dan merokok, hindari mengenakan pakaian yang terlalu ketat, kendalikan berat badan ke arah normal","Suggestions that you can do: don't lie down immediately after eating, reduce spicy and oily food, sleep with a slightly elevated pillow, eat small portions but more often, avoid drinking and smoking, avoid wearing clothes that are too tight, control your weight body to normal",F5,2,8,8,2,2
2812,180,Artikel yang bisa Anda baca: Penyakit asam lambung,Articles you can read: Acid reflux disease,F5,2,8,8,2,2
2813,180,"Semoga bermanfaat dan salam, dr Rony Wijaya","Hopefully useful and greetings, Dr Rony Wijaya",F1,3,1,1,3,3
2814,181,Halo Harisah,Hello Harisah,F1,0,3,3,0,0
2815,181,terima kasih atas pertanyaan Anda,Thank you for your question,F1,0,3,3,0,0
2816,181,"Perlu Anda ketahui sebelumnya bahwa KB spiral atau sering disebut sebagai Intrauterine device ( IUD ), merupakan alat kontrasepsi berbahan dasar plastik yang berbentuk seperti huruf T","You need to know beforehand that the spiral KB or often referred to as the Intrauterine device (IUD), is a plastic - based contraceptive that is shaped like the letter T",F3,0,3,3,0,0
2817,181,Alat ini akan dimasukkan ke dalam rahim Anda,This tool will be inserted into your uterus,F3,1,3,3,1,1
2818,181,pada alat KB ini juga terdapat tali yang akan menggantung dari leher rahim hingga ke dalam vagina,In this family planning device there is also a rope that will hang from the cervix to the vagina,F3,1,3,3,1,1
2819,181,"Sebelum memasukkan alat ini, dokter biasanya akan memberikan bius lokal atau pereda rasa sakit untuk diminum","Before inserting this device, the doctor will usually give a local anesthetic or pain reliever to drink",F3,1,3,3,1,1
2820,181,Pemasangan KB spiral biasanya hanya berlangsung paling lama 20 menit,Spiral birth control usually only lasts 20 minutes at most,F3,2,8,8,2,2
2821,181,"Jenis KB spiral sendiri ada 2, yaitu : KB spiral berlapis tembaga === mencegah pembuahan pada sel telur, yaitu dengan melepaskan unsur tembaga secara perlahan – lahan","There are 2 types of spiral KB itself, namely: copper - coated spiral KB === prevents fertilization of the egg, namely by slowly releasing the copper element",F3,2,8,8,2,2
2822,181,KB Spiral mengandung hormon === mencegah penebalan dinding rahim sehingga sel telur yang telah dibuahi menjadi tidak tumbuh,Spiral KB contains hormones === prevents the thickening of the uterine wall so that the fertilized egg does not grow,F3,2,8,8,2,2
2823,181,"Jika Anda ingin memilih alat KB yang bertahan lama dan efektif, maka KB spiral adalah pilihan yang tepat","If you want to choose a birth control tool that lasts a long time and is effective, then spiral birth control is the right choice",F5,2,8,8,2,2
2824,181,Segeralah mendiskusikan hal ini dengan Dokter Spesialis Kebidanan dan Kandungan agar segala sesuatunya terang dan jelas,Immediately discuss this with the Obstetrics and Gynecology Specialist so that everything is clear and clear,F5,2,8,8,2,2
2825,181,"Untuk lebih jelasnya, klik artikel di bawah ini : KB SPIRAL","For more details, click on the article below: KB SPIRAL",F5,2,8,8,2,2
2826,181,"Demikian penjelasan yang dapat kami sampaikan, semoga bermanfaat","That's the explanation that we can convey, hopefully it's useful",F1,2,8,8,2,2
2827,181,"Salam, dr Jati","Regards, dr Jati",F1,2,8,8,2,2
2828,182,Halo,Hello,F1,0,1,3,0,0
2829,182,Panjang siklus menstruasi bervariasi pada tiap wanita,Menstrual cycle length varies from woman to woman,F3,1,5,3,1,0
2830,182,"Normalnya berada pada interval 21 - 35 hari, dengan rata - rata panjang siklus 28 hari","Normally it is at intervals of 21 - 35 days, with an average cycle length of 28 days",F3,1,5,3,1,0
2831,182,Sehingga darah yang mengalir dari vagina setiap 21 - 35 hari adalah normal,So that blood flowing from the vagina every 21 - 35 days is normal,F3,1,5,3,1,1
2832,182,Kita bisa menghitung panjang siklus menstruasi sendiri dengan menghitung jarak antara tanggal mulainya menstruasi yang lalu dan mulainya menstruasi berikutnya,We can calculate the length of the menstrual cycle by ourselves by calculating the distance between the start date of the last menstruation and the start of the next menstruation,F3,1,5,3,1,1
2833,182,"Misalnya hari pertama anda dapat menstruasi bulan lalu tanggal 1 Januari, menstruasi berikutnya pertama kali datang pada tanggal 28 januari, berarti siklus anda 28 hari ( berarti siklus normal )","For example, the first day you can menstruate last month on January 1, the next menstruation first came on January 28, it means your cycle is 28 days (means a normal cycle)",F3,1,5,3,1,1
2834,182,"Jika terjadi perdarahan dari vagina yang kurang atau melebihi interval tersebut, maka perdarahan yang terjadi bukanlah perdarahan yang normal","If there is bleeding from the vagina that is less or more than this interval, then the bleeding that occurs is not normal bleeding",F3,2,4,4,2,2
2835,182,"Telatnya datang haid dapat disebabkan oleh beberapa kondisi, yaitu : Perubahan / adaptasi hormonal pada periode awal mendapat menstruasi, misalnya pada usia remaja atau ketika memasuki periode menopause","Late menstruation can be caused by several conditions, namely: Hormonal changes / adaptations in the early period of getting menstruation, for example in adolescence or when entering the menopause period",F3,2,4,4,2,2
2836,182,Ini merupakan kondisi yang normal,This is a normal condition,F3,2,4,4,2,2
2837,182,Penurunan berat badan yang berlebihan atau berat badan yang berlebihan / terlalu rendah,Excessive weight loss or excessive / too low weight,F3,2,4,4,2,2
2838,182,"Penggunaan kontrasepsi, seperti pil atau suntik KB, implan","Use of contraception, such as birth control pills or injections, implants",F3,3,2,2,3,3
2839,182,"Jika sudah tidak menggunakan kontrasepsi, biasanya butuh waktu hingga 6 bulan hingga siklus menstruasi kembali normal","If you are not using contraception, it usually takes up to 6 months for your menstrual cycle to return to normal",F3,3,2,2,3,3
2840,182,Terlalu tingginya kadar hormon prolaktin dalam tubuh,Too high levels of the hormone prolactin in the body,F3,4,5,5,4,4
2841,182,"Ini dapat ditandai dengan keluarnya cairan, seperti susu dari puting payudara, baik saat Anda hamil, menyusui, atau tidak keduanya","This can be characterized by discharge, such as milk from the nipples, whether you are pregnant, breastfeeding, or not both",F3,4,5,5,4,4
2842,182,Stres,Stress,F3,4,5,5,4,4
2843,182,"Kondisi medis tertentu, seperti adanya infeksi, peradangan, atau tumor di saluran reproduksi, diabetes / kencing manis, atau gangguan pada kelenjar tiroid","Certain medical conditions, such as infection, inflammation, or tumors in the reproductive tract, diabetes / diabetes, or disorders of the thyroid gland",F3,4,5,5,4,4
2844,182,"Telat datang haid tidak baik jika dibiarkan terlalu lama, apalagi jika melebihi 3 bulan","Late menstruation is not good if it is left too long, especially if it exceeds 3 months",F3,4,5,5,4,4
2845,182,"Oleh karena itu, sangat banyak faktor penyebab gangguan menstruasi, anda dianjurkan untuk mengunjungi dokter sehingga bisa diterapi dengan tepat","Therefore, there are many factors that cause menstrual disorders, you are recommended to visit a doctor so that it can be treated appropriately",F5,5,3,3,5,5
2846,182,"Pemeriksaan yang mungkin akan dilakukan terhadap anda diantaranya tes kehamilan, pemeriksaan darah, USG, papsmear, atau pemeriksaan hormon","Examinations that may be performed on you include pregnancy tests, blood tests, ultrasound, pap smears, or hormone tests",F5,5,3,3,5,5
2847,182,terima kasih,Thank you,F1,5,3,3,5,5
2848,183,"Hai Egy Agung, Terima kasih telah bertanya ke Alodokter","Hi Egy Agung, Thank you for asking Alodokter",F1,0,1,1,0,0
2849,183,"Sebelumnya, perlu diperjelas, apakah darah keluar hanya saat buang air kecil?","Previously, it needs to be clarified, does blood come out only when urinating?",F2,1,2,2,1,1
2850,183,"Apakah pernah keluar juga saat Anda tidak sedang buang air kecil, misalnya setelah berhubungan seksual atau membekas di pakaian dalam?","Have you ever gone out when you weren't urinating, for example, after sexual intercourse or on your underwear?",F2,1,2,2,1,1
2851,183,Apakah disertai nyeri perut?,Is it accompanied by abdominal pain?,F2,2,6,2,2,2
2852,183,"Darah yang keluar saat BAK (hematuria) bisa disebabkan oleh kelainan pada saluran kemih, mulai dari yang ringan hingga berat","Blood that comes out during urination (hematuria) can be caused by abnormalities in the urinary tract, ranging from mild to severe",F4,2,6,2,2,2
2853,183,Berikut beberapa kemungkinan penyebabnya: Infeksi saluran kemih,Here are some possible causes: Urinary tract infection,F3,2,6,4,2,2
2854,183,Pyelonefritis (infeksi ginjal),Pyelonephritis (kidney infection),F3,2,6,4,2,2
2855,183,Batu ginjal,Kidney stones,F3,2,6,4,2,2
2856,183,Batu kandung kemih,Bladder stones,F3,2,6,4,2,2
2857,183,Glomerulonefritis,Glomerulonephritis,F3,3,6,6,3,3
2858,183,"Kanker ginjal, kanker kandung kemih","Kidney cancer, bladder cancer",F3,3,6,6,3,3
2859,183,"Namun, pada beberapa kondisi, hematuria bisa juga terjadi karena gangguan aistem organ lainnya (termasuk yang berkaitan dengan kehamilan), misalnya karena: Plasenta previa (ari - ari terletak di bawah mendekati atau bahkan menutupi jalan lahir)","However, in some conditions, hematuria can also occur due to disorders of other organ systems (including those related to pregnancy), for example because: Placenta previa (the placenta is located below, approaching or even covering the birth canal)",F3,3,6,6,3,3
2860,183,Solusio plasenta (ari - ari robek),Placental abruption (torn placenta),F3,3,6,6,3,3
2861,183,Cidera panggul,Pelvic injury,F3,3,6,6,3,3
2862,183,"Efek samping obat, misalnya aspirin, heparin","Side effects of drugs, eg aspirin, heparin",F3,3,6,6,3,3
2863,183,"Olahraga yang terlalu berat, dan sebagainya","Sports that are too strenuous, and so on",F3,4,1,3,4,4
2864,183,"Karenanya itu, sebaiknya Anda periksakan langsung keluhan Anda ke dokter spesialis kandungan Anda ya","Therefore, you should immediately check your complaints to your obstetrician, okay?",F5,5,1,3,5,5
2865,183,"Umumnya, dokter akan melakukan pemeriksaan laboratorium, urin, dan USG untuk menentukan penanganan yang tepat","Generally, the doctor will perform laboratory tests, urine, and ultrasound to determine the appropriate treatment",F5,6,1,3,6,6
2866,183,"Sementara itu: Tetap tenang, jangan panik","Meanwhile: Keep calm, don't panic",F5,7,1,1,7,7
2867,183,Perbanyak minum 8 - 12 gelas perhari,Drink more 8 - 12 glasses per day,F5,8,2,2,8,8
2868,183,"Jaga kebersihan ogan intim, yakni dengan membilasnya menggunakan air bersih dari arah depan ke belakang","Keep the intimate organs clean, namely by rinsing them using clean water from front to back",F5,8,2,2,8,8
2869,183,Batasi hubungan seksual berlebihan saat hamil,Limit excessive sexual intercourse during pregnancy,F5,9,3,2,9,9
2870,183,Semoga membantu ya,Hope it helps,F1,9,3,2,9,9
2871,183,dr Nadia Nurotul Fuadah,dr Nadia Nurotul Fuadah,F1,9,3,1,9,9
2872,184,"Hai caca, terima kasih telah bertanya ke Alodokter","Hi caca, thanks for asking Alodokter",F1,0,1,1,0,0
2873,184,Darah menstruasi dihasilkan dari luruhan dinding rahim (endometrium) akibat tidak terjadinya pembuahan sel telur oleh sel sperma,Menstrual blood is produced from the shedding of the uterine wall (endometrium) due to the absence of fertilization of the egg by sperm cells,F3,1,5,2,1,1
2874,184,"Normalnya, tiap siklus menstruasi, wanita akan mengeluarkan darah sebanyak 30 hingga 40 ml","Normally, every menstrual cycle, women will bleed as much as 30 to 40 ml",F3,1,5,2,1,1
2875,184,"Jika perdarahan yang Anda alami lebih dari 60 ml persiklusnya, maka Anda sudah dikategorikan mengalami perdarahan menstruasi berlebih ( menorrhagia )","If you experience more than 60 ml of bleeding per cycle, then you are categorized as having excessive menstrual bleeding (menorrhagia)",F3,1,5,12,1,2
2876,184,"Perdarahan yang masif, termasuk juga saat menstruasi, bisa menyebabkan seseorang mengalami anemia (hemoglobin darah rendah)","Massive bleeding, including during menstruation, can cause a person to experience anemia (low blood hemoglobin)",F3,1,5,12,1,2
2877,184,"Gejalanya bisa bervariasi tergantung dari keparahannya, misalnya: Pusing, kliyengan, limbung seperti ingin pingsan","Symptoms can vary depending on the severity, for example: Dizziness, lightheadedness, unsteadiness as if you want to pass out",F3,1,5,12,1,2
2878,184,Nyeri kepala,Headache,F3,2,9,12,2,2
2879,184,Pandangan berkunang - kunang,The view of the firefly,F3,2,9,12,2,2
2880,184,Mual Lemas,Nausea Weak,F3,2,9,12,2,2
2881,184,Mudah lelah,Tired easily,F3,2,9,12,2,2
2882,184,Pucat,Pale,F3,2,9,12,2,2
2883,184,Sesak napas,Hard to breathe,F3,2,9,12,2,2
2884,184,Mudah mengantuk,Easily sleepy,F3,2,9,12,2,2
2885,184,Sulit konsentrasi,Difficult to concentrate,F3,2,9,12,2,2
2886,184,"Penurunan kesadaran (pingsan), dan sebagainya","Decreased consciousness (fainting), and so on",F3,2,9,12,2,2
2887,184,Pusing yang Anda alami mungkin saja disebabkan oleh efek anemia akibat perdarahan menstruasi yang berlebihan,The dizziness you experience may be due to the effects of anemia due to excessive menstrual bleeding,F4,3,1,1,3,3
2888,184,"Namun, jika disertai demam, maka mungkin juga keluhan ini terjadi karena infeksi virus atau bakteri, misalnya: ISPA (infeksi saluran pernafasan akut)","However, if accompanied by fever, then this complaint may also occur due to a viral or bacterial infection, for example: ARI (acute respiratory infection)",F3,4,1,1,4,4
2889,184,Infeksi saluran kemih,Urinary tract infection,F3,5,5,5,5,5
2890,184,Infeksi saluran cerna,Gastrointestinal infection,F3,5,5,5,5,5
2891,184,Demam dengue,dengue fever,F3,5,5,5,5,5
2892,184,"Demam tifoid, dan sebagainya","Typhoid fever, and so on",F3,5,5,5,5,5
2893,184,Sakit perut saat menstruasi bisa diakibatkan oleh kontraksi otot rahim berlebihan,Abdominal pain during menstruation can be caused by excessive uterine muscle contractions,F3,5,5,5,5,5
2894,184,Atau bisa juga sakit ini muncul karena dampak dari salah satu penyebab di atas,Or it could be that this pain appears due to the impact of one of the causes above,F3,6,1,1,6,6
2895,184,"Jika keluhan sudah terjadi 3 hari atau lebih, cobalah memeriksakan diri secara langsung ke dokter","If the complaint has been happening for 3 days or more, try to see a doctor directly",F5,7,1,1,7,7
2896,184,"Dengan begitu, dokter dapat melakuka pemeriksaan lebih lanjut, misalnya dengan tes lab","That way, the doctor can carry out further examinations, for example with lab tests",F5,8,1,1,8,8
2897,184,Sebagai langkah awal: Kompres perut yang sakit dengan air hangat,As a first step: Compress the sick stomach with warm water,F5,9,4,4,9,9
2898,184,"Perbanyak istirahat, batasi aktifitas yang melelahkan","Get plenty of rest, limit tiring activities",F5,9,4,4,9,9
2899,184,Perbanyak minum dan makan makanan bergizi,Drink more and eat nutritious food,F5,9,4,4,9,9
2900,184,Tidur yang cukup 6 - 8 jam sehari,Adequate sleep 6 - 8 hours a day,F5,9,4,4,9,9
2901,184,Jangan stres berlebihan,Don't stress too much,F5,10,2,2,10,10
2902,184,"Jika suhu tubuh Anda naik di atas 36,5 derajat celcius, Anda bisa konsumsi obat pereda demam, misalnya paracetamol","If your body temperature rises above 36 5 degrees Celsius, you can take a fever reducer, such as paracetamol",F5,10,2,2,10,10
2903,184,Semoga membantu ya,Hope it helps,F1,11,1,1,11,11
2904,184,dr Nadia Nurotul Fuadah,dr Nadia Nurotul Fuadah,F1,12,1,1,12,12
2905,185,"Halo Sari liana, terima kasih atas pertanyaannya untuk Alodokter","Hello Sari liana, thank you for the question for Alodokter",F1,0,1,1,0,0
2906,185,Kehamilan dapat terjadi ketika sperma dari seorang laki - laki membuahi sel telur seorang wanita,Pregnancy can occur when the sperm of a man fertilizes the egg of a woman,F3,1,2,2,1,1
2907,185,Berikut ini adalah beberapa faktor yang mempengaruhi terjadinya pertemuan sel telur dengan sperma : Sel telur akan dilepaskan dari kandung telur (ovarium) dalam proses yang disebut dengan ovulasi ketika wanita mengalami masa subur,The following are some of the factors that affect the meeting of the egg with the sperm: The egg will be released from the egg (ovary) in a process called ovulation when a woman is fertile,F3,1,2,2,1,1
2908,185,"Sel telur ini hanya akan bertahan untuk dapat dibuahi selama 12 - 24 jam, setelahnya sel telur akan berubah bentuknya dan tidak dapat dibuahi lagi","This egg will only survive to be fertilized for 12 - 24 hours, after which the egg will change its shape and cannot be fertilized again",F3,2,3,1,2,2
2909,185,Hal ini menyebabkan kemungkinan terjadinya kehamilan hanya berada dalam rentang waktu ini,This causes the possibility of pregnancy to be only within this time span,F3,2,3,2,2,3
2910,185,Berikut ini cara menghitung masa subur,Here's how to calculate the fertile period,F3,2,3,2,2,3
2911,185,Sperma dapat hidup dan bertahan dalam tubuh wanita selama 3 hingga 4 hari,Sperm can live and survive in a woman's body for 3 to 4 days,F3,3,2,2,3,4
2912,185,"Bila hubungan seksual dilakukan 3 hingga 4 hari sebelum terjadinya ovulasi dan ovulasi terjadi saat sperma masih hidup di dalam rahim seorang wanita, pembuahan dan kehamilan juga dapat terjadi","If sexual intercourse takes place 3 to 4 days before ovulation occurs and ovulation occurs while sperm is still alive in a woman's uterus, fertilization and pregnancy can also occur",F3,3,2,2,3,5
2913,185,"Normalnya, pembuahan sel telur oleh sperma terjadi di dalam organ yang disebut sebagai tuba falopi, yaitu organ yang menghubungkan rahim dengan kandung telur (ovarium)","Normally, fertilization of an egg by a sperm occurs in an organ known as the fallopian tube, which is the organ that connects the uterus to the ovary",F3,4,1,1,4,6
2914,185,"Bila sperma dikeluarkan di luar tubuh wanita, sperma tidak akan mencapai organ ini dan pembuahan dan kehamilan tidak akan terjadi","When sperm is expelled outside a woman's body, sperm will not reach this organ and fertilization and pregnancy will not occur",F3,5,1,1,5,6
2915,185,Kehamilan dapat dideteksi dengan beberapa cara,Pregnancy can be detected in several ways,F3,6,3,3,6,6
2916,185,Cara yang paling sering dilakukan dan cukup efektif untuk mendeteksi kehamilan adalah dengan menggunakan testpack atau alat tes kehamilan yang dapat dibeli dengan bebas di mana saja,The most common and effective way to detect pregnancy is to use a testpack or pregnancy test kit that can be purchased freely anywhere,F3,6,3,3,6,7
2917,185,Namun ada juga beberapa gejala yang dirasakan wanita yang dapat menjadi pertanda kehamilan,But there are also some symptoms that women feel that can be a sign of pregnancy,F3,6,3,3,6,7
2918,185,Berikut ini adalah beberapa gejala dan tanda kehamilan : Flek dan kram perut yang bisa jadi merupakan tanda implantasi janin ke rahim,The following are some of the symptoms and signs of pregnancy: Abdominal spots and cramps that could be a sign of implantation of the fetus into the uterus,F3,7,7,2,7,8
2919,185,Perubahan pada payudara yang biasanya menjadi lebih besar dan kadang nyeri,Changes in the breasts that usually become larger and sometimes painful,F3,7,7,2,7,8
2920,185,Mual dan muntah,Nausea and vomiting,F3,7,7,5,7,8
2921,185,Sering kencing,Frequent urination,F3,7,7,5,7,8
2922,185,Konstipasi atau sulit buang air besar,Constipation or difficulty passing stool,F3,7,7,5,7,8
2923,185,Nyeri kepala dan nyeri punggung,Headache and back pain,F3,7,7,5,7,8
2924,185,Pusing dan pingsan,Dizziness and fainting,F3,7,7,5,7,8
2925,185,Gangguan mood atau perasaan yang jadi sering berubah - ubah,Mood disorders or feelings that change frequently,F3,8,6,14,8,8
2926,185,Kelelahan,Fatigue,F3,8,6,14,8,8
2927,185,Terlambat menstruasi,Late menstruation,F3,8,6,14,8,8
2928,185,"Seorang wanita dapat mengalami seluruh gejala tersebut, namun bisa juga tidak mengalami gejala tersebut sama sekali","A woman can experience all of these symptoms, but she may also not experience any of these symptoms at all",F3,8,6,14,8,8
2929,185,"Untuk memastikan terjadinya kehamilan atau tidak, sebaiknya dilakukan pemeriksaan dengan testpack","To confirm the occurrence of pregnancy or not, it is better to do an examination with a testpack",F5,8,6,14,8,8
2930,185,Dalam menggunakan testpack ada beberapa hal yang perlu anda perhatikan: Testpack dapat mendeteksi kehamilan setelah kadar hormon kehamilan dalam kencing cukup tinggi,In using the testpack there are several things you need to pay attention to: The testpack can detect pregnancy after the pregnancy hormone levels in the urine are high enough,F3,8,6,14,8,8
2931,185,Biasanya hormon kehamilan ini dapat terdeteksi pada kencing setelah 9 - 12 hari setelah pembuahan,Usually this pregnancy hormone can be detected in urine after 9 - 12 days after conception,F3,9,4,14,9,8
2932,185,Namun sebagian besar testpack dapat mendeteksi kehamilan sejak hari pertama terlambat haid,"However, most testpacks can detect pregnancy from the first day of late menstruation",F3,9,4,14,9,9
2933,185,"Hasil positif hampir selalu benar, sementara hasil negatif biasanya tidak terlalu akurat","Positive results are almost always correct, while negative results are usually not very accurate",F3,9,4,14,9,9
2934,185,"Sehingga jika anda memperoleh hasil negatif, cobalah untuk melakukan testpack ulang 3 - 7 hari kemudian","So if you get a negative result, try to do a retest 3 - 7 days later",F3,9,4,14,9,9
2935,185,"Perilaku seksual yang tidak sehat tidak hanya membawa dampak kehamilan yang tidak diinginkan melainkan risiko tertular penyakit menular seksual seperti sifilis, HPV, hepatitis, bahkan HIV","Unhealthy sexual behavior not only results in unwanted pregnancy but also the risk of contracting sexually transmitted diseases such as syphilis, HPV, hepatitis, and even HIV",F3,10,4,14,10,9
2936,185,"Perilaku seksual yang tidak sehat juga dapat membawa dampak psikososial yang tidak baik, baik bagi pihak laki - laki maupun pihak wanita","Unhealthy sexual behavior can also have a bad psychosocial impact, both for men and women",F3,10,4,14,10,10
2937,185,"Untuk memastikan tidak terjadi kehamilan atau hal lain yang tidak diinginkan akibat perilaku seksual yang tidak sehat, anda dapat membaca artikel berikut","To ensure that pregnancy or other unwanted things do not occur due to unhealthy sexual behavior, you can read the following article",F5,10,4,14,10,10
2938,185,Untuk mencegah kehamilan yang tidak diinginkan selain menghindari hubungan seksual adalah dengan menggunakan alat kontrasepsi,To prevent unwanted pregnancy in addition to avoiding sexual intercourse is to use contraception,F5,10,4,14,10,10
2939,185,Saat ini tersedia berbagai pilihan alat kontrasepsi yang dapat anda pilih menyesuaikan dengan kebutuhan dan kondisi anda,"Currently, there are various choices of contraceptives that you can choose according to your needs and conditions",F5,11,3,3,11,10
2940,185,Berikut ini adalah cara memilih alat kontrasepsi,Here's how to choose contraception,F5,11,3,3,11,11
2941,185,"Sekian yang dapat saya informasikan, semoga menjawab dr Irna Cecilia","That's all I can inform you, I hope I can answer Dr Irna Cecilia",F1,11,3,3,11,11
2942,186,Hai Darren,Hi Darren,F1,0,1,1,0,0
2943,186,"Dari gejala yang Anda keluhkan, masalah mual dan muntah biasa dikaitkan dengan masalah penyakit lambung","From the symptoms you complain about, nausea and vomiting are usually associated with gastric problems",F4,1,1,1,1,1
2944,186,"Akan tetapi Anda sudah dua kali memeriksakan diri ke dokter spesialis penyakit dalam, dan dinyatakan normal","However, you have twice checked yourself to an internal medicine specialist, and it was declared normal",F3,2,1,1,2,2
2945,186,Saat ini Anda dapat mempertimbangkan masalah lain seperti psikosomatis,At this time you can consider other issues such as psychosomatic,F3,3,2,2,3,3
2946,186,Hal ini terjadi ketika Anda memiliki pikiran (stres) dan mempengaruhi kondisi pada fisik Anda,This happens when you have thoughts (stress) and it affects your physical condition,F3,3,2,2,3,3
2947,186,Faktor pikiran yang dapat mempengaruhi Anda adalah stres dan rasa cemas,Thought factors that can affect you are stress and anxiety,F3,4,2,2,4,4
2948,186,Berikut beberapa gejala yang dapat terjadi : Denyut jantung cepat,Here are some of the symptoms that can occur: Fast heart rate,F3,4,2,2,4,4
2949,186,Jantung berdebar,Heart beat,F3,5,5,5,5,5
2950,186,Mual atau ingin muntah,Nausea or want to vomit,F3,5,5,5,5,5
2951,186,Gemetaran,shaking,F3,5,5,5,5,5
2952,186,Berkeringat,Sweating,F3,5,5,5,5,5
2953,186,Dan lain - lain,And others,F3,5,5,5,5,5
2954,186,"Untuk memastikan masalah pada diri Anda, sebaiknya berkonsultasi lebih lanjut dengan dokter spesialis kejiwaan","To confirm the problem with you, you should consult further with a psychiatrist",F5,6,7,7,6,6
2955,186,Dokter dapat melakukan pemeriksaan lanjutan kepada Anda jika memang diperlukan,The doctor can carry out further examinations for you if it is necessary,F5,6,7,7,6,6
2956,186,Mengenai penanganan pada masalah psikosomatis dapat dilakukan beberapa hal : Obat antidepresan atau obat penenang,"Regarding the handling of psychosomatic problems, several things can be done: Antidepressant drugs or sedatives",F5,6,7,7,6,6
2957,186,Latihan relaksasi,Relaxation exercises,F5,6,7,7,6,6
2958,186,Teknik distraksi,Distraction technique,F5,6,7,7,6,6
2959,186,Akupuntur,acupuncture,F5,6,7,7,6,6
2960,186,Hipnosis Transcutaneous electrical nerve stimulation,Hypnosis Transcutaneous electrical nerve stimulation,F5,6,7,7,6,6
2961,186,Fisioterapi,Physiotherapy,F5,7,4,4,7,7
2962,186,Meditasi,Meditation,F5,7,4,4,7,7
2963,186,Menjelaskan kepada pasien mengenai masalah pada pikirannya,Explain to the patient about the problem with his mind,F5,7,4,4,7,7
2964,186,"Semoga bermanfaat, dr Yosephine","Hopefully useful, dr Yosephine",F1,7,4,4,7,7
2965,187,"Selamat pagi, terima kasih telah bertanya di Alodokter","Good morning, thank you for asking on Alodokter",F1,0,1,1,0,0
2966,187,"Kondisi yang Anda alami bisa terjadi karena beberapa kemungkinan, yang utamanya sebenarnya adalah cedera otot","The condition you are experiencing can occur due to several possibilities, the main of which is actually a muscle injury",F4,1,2,2,1,1
